
2	2	0.53
7	7	0.7
9	4	0.5
12	0	0.83
12	2	0.55
12	3	0.53
12	4	0.51
13	0	0.65
13	13	0.75
14	0	0.67
14	13	0.62
14	14	0.85
15	0	0.5
15	1	0.55
15	3	0.53
15	0	0.5
15	10	0.54
15	14	0.72
15	15	0.58
16	0	0.59
16	1	0.58
16	13	0.66
16	14	0.78
16	15	0.63
16	16	0.84
17	0	0.63
17	3	0.55
17	13	0.69
17	14	0.83
17	15	0.6
17	16	0.76
17	17	0.72
18	0	0.61
18	1	0.54
18	2	0.52
18	13	0.62
18	14	0.86
18	15	0.72
18	16	0.83
18	17	0.88
18	18	0.77
19	2	0.56
19	13	0.57
19	14	0.82
19	15	0.68
19	15	0.68
19	17	0.63
19	18	0.66
19	14	0.82
20	13	0.64
21	0	0.77
21	3	0.6
21	13	0.67
21	14	0.78
21	15	0.75
21	16	0.59
21	17	0.62
21	18	0.79
21	19	0.61
21	20	0.56
22	0	0.67
22	13	0.75
22	14	0.92
22	15	0.79
22	16	0.73
22	17	0.81
22	18	0.7
22	19	0.93
22	17	0.81
22	22	0.62
23	0	0.73
23	13	0.69
23	14	0.79
23	15	0.75
23	16	0.54
23	17	0.66
23	18	0.7
23	19	0.76
23	15	0.75
23	22	0.84
23	23	0.77
24	0	0.54
24	13	0.62
24	14	0.96
24	15	0.82
24	16	0.76
24	17	0.71
24	18	0.87
24	19	0.85
24	20	0.83
24	22	0.78
24	19	0.85
24	24	0.75
25	0	0.65
25	13	0.7
25	14	0.88
25	15	0.85
25	16	0.63
25	17	0.68
25	18	0.73
25	19	0.76
25	13	0.7
25	22	0.82
25	22	0.82
25	24	0.78
25	15	0.85
26	0	0.65
26	13	0.75
26	14	0.92
26	15	0.85
26	16	0.68
26	17	0.77
26	18	0.76
26	19	0.9
26	20	0.84
26	22	0.7
26	23	0.91
26	24	0.81
26	23	0.91
26	24	0.81
27	0	0.5
27	13	0.7
27	14	0.93
27	15	0.81
27	16	0.86
27	17	0.84
27	18	0.8
27	19	0.9
27	16	0.86
27	22	0.74
27	19	0.9
27	22	0.74
27	25	0.92
27	26	0.85
27	27	0.88
28	0	0.63
28	13	0.77
28	14	0.88
28	15	0.81
28	16	0.67
28	17	0.75
28	18	0.66
28	19	0.9
28	20	0.82
28	22	0.58
28	23	0.96
28	17	0.75
28	20	0.82
28	13	0.77
28	27	0.95
28	28	0.85
29	0	0.75
29	4	0.51
29	13	0.79
29	14	0.8
29	15	0.67
29	16	0.55
29	17	0.7
29	0	0.75
29	19	0.66
29	20	0.62
29	22	0.88
29	23	0.71
29	24	0.86
29	25	0.72
29	26	0.85
29	25	0.72
29	0	0.75
29	29	0.65
30	0	0.51
30	13	0.66
30	14	0.67
30	15	0.59
30	19	0.64
30	20	0.7
30	23	0.77
30	14	0.67
30	25	0.61
30	26	0.62
30	27	0.68
30	28	0.6
30	29	0.75
31	0	0.61
31	13	0.68
31	14	0.86
31	15	0.72
31	16	0.63
31	17	0.66
31	18	0.78
31	19	0.88
31	20	0.82
31	13	0.68
31	19	0.88
31	24	0.81
31	19	0.88
31	26	0.84
31	27	0.9
31	28	0.83
31	19	0.88
31	15	0.72
31	31	0.73
32	11	0.5
33	0	0.69
33	4	0.51
33	13	0.74
33	14	0.88
33	15	0.72
33	16	0.59
33	15	0.72
33	18	0.66
33	19	0.87
33	20	0.79
33	22	0.63
33	23	0.95
33	24	0.81
33	24	0.81
33	13	0.74
33	27	0.91
33	28	0.8
33	29	0.93
33	30	0.7
33	31	0.73
33	14	0.88
34	0	0.73
34	13	0.65
34	14	0.69
34	15	0.77
34	16	0.51
34	17	0.63
34	19	0.68
34	20	0.57
34	22	0.58
34	23	0.75
34	24	0.67
34	25	0.61
34	17	0.63
34	23	0.75
34	24	0.67
34	29	0.79
34	25	0.61
34	16	0.51
34	32	0.64
34	0	0.73
35	1	0.5
35	14	0.62
35	15	0.51
35	1	0.5
35	19	0.66
35	20	0.86
35	23	0.63
35	24	0.58
35	19	0.66
35	15	0.51
35	19	0.66
35	28	0.67
35	28	0.67
35	31	0.57
35	32	0.74
35	34	0.64
35	35	0.54
36	0	0.72
36	3	0.51
36	4	0.6
36	13	0.61
36	14	0.78
36	15	0.75
36	13	0.61
36	17	0.68
36	18	0.54
36	19	0.85
36	20	0.69
36	22	0.55
36	23	0.88
36	0	0.72
36	25	0.73
36	26	0.79
36	27	0.81
36	28	0.74
36	29	0.86
36	30	0.62
36	31	0.58
36	32	0.8
36	34	0.87
36	35	0.71
36	36	0.56
37	8	0.5
37	16	0.59
37	17	0.53
37	25	0.54
38	0	0.76
38	1	0.57
38	13	0.82
38	14	0.89
38	15	0.72
38	16	0.64
38	13	0.82
38	18	0.68
38	19	0.83
38	20	0.74
38	15	0.72
38	23	0.91
38	24	0.81
38	25	0.77
38	0	0.76
38	27	0.87
38	28	0.84
38	27	0.87
38	24	0.81
38	31	0.67
38	25	0.77
38	34	0.94
38	20	0.74
38	36	0.55
38	37	0.78
39	0	0.52
39	2	0.51
39	0	0.52
39	14	0.83
39	15	0.68
39	16	0.96
39	14	0.83
39	18	0.85
39	19	0.88
39	20	0.77
39	22	0.71
39	20	0.77
39	24	0.66
39	25	0.89
39	26	0.73
39	27	0.79
39	28	0.92
39	29	0.72
39	30	0.64
39	32	0.75
39	34	0.67
39	35	0.53
39	36	0.58
39	37	0.65
39	38	0.6
39	39	0.7
40	23	0.52
40	29	0.57
41	0	0.63
41	2	0.52
41	13	0.65
41	14	0.9
41	15	0.77
41	16	0.8
41	15	0.77
41	18	0.76
41	19	0.94
41	20	0.92
41	22	0.68
41	20	0.92
41	24	0.79
41	25	0.91
41	26	0.81
41	27	0.93
41	28	0.95
41	14	0.9
41	30	0.69
41	31	0.71
41	25	0.91
41	34	0.88
41	22	0.68
41	36	0.75
41	16	0.8
41	39	0.84
41	34	0.88
42	0	0.61
42	13	0.56
42	14	0.82
42	15	0.84
42	16	0.65
42	17	0.59
42	18	0.8
42	19	0.75
42	20	0.7
42	22	0.89
42	23	0.74
42	24	0.85
42	25	0.88
42	24	0.85
42	27	0.81
42	28	0.79
42	29	0.72
42	30	0.73
42	13	0.56
42	32	0.83
42	34	0.71
42	35	0.62
42	36	0.54
42	34	0.71
42	39	0.66
42	40	0.78
42	14	0.82
43	0	0.65
43	4	0.63
43	13	0.61
43	14	0.83
43	15	0.82
43	16	0.7
43	17	0.81
43	18	0.58
43	19	0.84
43	20	0.67
43	4	0.63
43	23	0.88
43	24	0.73
43	24	0.73
43	26	0.75
43	27	0.79
43	28	0.8
43	15	0.82
43	30	0.64
43	20	0.67
43	32	0.69
43	15	0.82
43	35	0.71
43	14	0.83
43	39	0.85
43	40	0.72
43	42	0.78
43	20	0.67
44	0	0.66
44	12	0.53
44	13	0.6
44	14	0.75
44	15	0.7
44	16	0.67
44	16	0.67
44	18	0.62
44	19	0.87
44	20	0.83
44	22	0.55
44	23	0.81
44	24	0.73
44	25	0.78
44	16	0.67
44	27	0.91
44	28	0.8
44	29	0.89
44	30	0.57
44	31	0.63
44	32	0.88
44	34	0.84
44	35	0.72
44	36	0.79
44	14	0.75
44	38	0.5
44	39	0.76
44	14	0.75
44	27	0.91
44	43	0.71
44	44	0.65
45	2	0.54
45	11	0.53
45	12	0.5
45	23	0.55
45	2	0.54
45	28	0.51
45	2	0.54
45	2	0.54
45	34	0.56
45	35	0.6
45	11	0.53
45	35	0.6
46	0	0.52
46	14	0.81
46	15	0.71
46	16	0.84
46	17	0.66
46	18	0.74
46	19	0.78
46	20	0.79
46	22	0.64
46	23	0.75
46	24	0.58
46	25	0.89
46	23	0.75
46	23	0.75
46	28	0.91
46	15	0.71
46	30	0.59
46	31	0.53
46	19	0.78
46	34	0.63
46	24	0.58
46	36	0.76
46	37	0.61
46	24	0.58
46	39	0.62
46	40	0.9
46	42	0.87
46	43	0.77
46	37	0.61
46	43	0.77
47	7	0.58
47	20	0.51
47	38	0.95
47	42	0.5
47	45	0.53
