
9	8	0.7
14	1	0.83
15	14	0.75
16	15	0.85
17	15	0.72
18	15	0.78
18	17	0.84
19	15	0.83
19	17	0.76
19	18	0.72
20	15	0.86
20	16	0.72
20	17	0.83
20	18	0.88
20	19	0.77
21	15	0.82
21	15	0.82
23	1	0.77
23	15	0.78
23	16	0.75
23	19	0.79
24	14	0.75
24	15	0.92
24	16	0.79
24	17	0.73
24	18	0.81
24	19	0.7
24	20	0.93
24	18	0.81
25	1	0.73
25	15	0.79
25	16	0.75
25	19	0.7
25	20	0.76
25	16	0.75
25	23	0.84
25	24	0.77
26	15	0.96
26	16	0.82
26	17	0.76
26	18	0.71
26	19	0.87
26	20	0.85
26	21	0.83
26	23	0.78
26	20	0.85
26	25	0.75
27	14	0.7
27	15	0.88
27	16	0.85
27	19	0.73
27	20	0.76
27	14	0.7
27	23	0.82
27	23	0.82
27	25	0.78
27	16	0.85
28	14	0.75
28	15	0.92
28	16	0.85
28	18	0.77
28	19	0.76
28	20	0.9
28	21	0.84
28	23	0.7
28	24	0.91
28	25	0.81
28	24	0.91
28	25	0.81
29	14	0.7
29	15	0.93
29	16	0.81
29	17	0.86
29	18	0.84
29	19	0.8
29	20	0.9
29	17	0.86
29	23	0.74
29	20	0.9
29	23	0.74
29	26	0.92
29	27	0.85
29	28	0.88
30	14	0.77
30	15	0.88
30	16	0.81
30	18	0.75
30	20	0.9
30	21	0.82
30	24	0.96
30	18	0.75
30	21	0.82
30	14	0.77
30	28	0.95
30	29	0.85
31	1	0.75
31	14	0.79
31	15	0.8
31	18	0.7
31	1	0.75
31	23	0.88
31	24	0.71
31	25	0.86
31	26	0.72
31	27	0.85
31	26	0.72
31	1	0.75
32	21	0.7
32	24	0.77
32	30	0.75
33	15	0.86
33	16	0.72
33	19	0.78
33	20	0.88
33	21	0.82
33	20	0.88
33	25	0.81
33	20	0.88
33	27	0.84
33	28	0.9
33	29	0.83
33	20	0.88
33	16	0.72
33	32	0.73
35	14	0.74
35	15	0.88
35	16	0.72
35	16	0.72
35	20	0.87
35	21	0.79
35	24	0.95
35	25	0.81
35	25	0.81
35	14	0.74
35	28	0.91
35	29	0.8
35	30	0.93
35	31	0.7
35	32	0.73
35	15	0.88
36	1	0.73
36	16	0.77
36	24	0.75
36	24	0.75
36	30	0.79
36	1	0.73
37	21	0.86
37	33	0.74
38	1	0.72
38	15	0.78
38	16	0.75
38	20	0.85
38	24	0.88
38	1	0.72
38	26	0.73
38	27	0.79
38	28	0.81
38	29	0.74
38	30	0.86
38	33	0.8
38	35	0.87
38	36	0.71
40	1	0.76
40	14	0.82
40	15	0.89
40	16	0.72
40	14	0.82
40	20	0.83
40	21	0.74
40	16	0.72
40	24	0.91
40	25	0.81
40	26	0.77
40	1	0.76
40	28	0.87
40	29	0.84
40	28	0.87
40	25	0.81
40	26	0.77
40	35	0.94
40	21	0.74
40	38	0.78
41	15	0.83
41	17	0.96
41	15	0.83
41	19	0.85
41	20	0.88
41	21	0.77
41	23	0.71
41	21	0.77
41	26	0.89
41	27	0.73
41	28	0.79
41	29	0.92
41	30	0.72
41	33	0.75
41	40	0.7
43	15	0.9
43	16	0.77
43	17	0.8
43	16	0.77
43	19	0.76
43	20	0.94
43	21	0.92
43	21	0.92
43	25	0.79
43	26	0.91
43	27	0.81
43	28	0.93
43	29	0.95
43	15	0.9
43	32	0.71
43	26	0.91
43	35	0.88
43	37	0.75
43	17	0.8
43	40	0.84
43	35	0.88
44	15	0.82
44	16	0.84
44	19	0.8
44	20	0.75
44	21	0.7
44	23	0.89
44	24	0.74
44	25	0.85
44	26	0.88
44	25	0.85
44	28	0.81
44	29	0.79
44	30	0.72
44	31	0.73
44	33	0.83
44	35	0.71
44	35	0.71
44	41	0.78
44	15	0.82
45	15	0.83
45	16	0.82
45	17	0.7
45	18	0.81
45	20	0.84
45	24	0.88
45	25	0.73
45	25	0.73
45	27	0.75
45	28	0.79
45	29	0.8
45	16	0.82
45	16	0.82
45	36	0.71
45	15	0.83
45	40	0.85
45	41	0.72
45	43	0.78
46	15	0.75
46	16	0.7
46	20	0.87
46	21	0.83
46	24	0.81
46	25	0.73
46	26	0.78
46	28	0.91
46	29	0.8
46	30	0.89
46	33	0.88
46	35	0.84
46	36	0.72
46	37	0.79
46	15	0.75
46	40	0.76
46	15	0.75
46	28	0.91
46	44	0.71
48	15	0.81
48	16	0.71
48	17	0.84
48	19	0.74
48	20	0.78
48	21	0.79
48	24	0.75
48	26	0.89
48	24	0.75
48	24	0.75
48	29	0.91
48	16	0.71
48	20	0.78
48	37	0.76
48	41	0.9
48	43	0.87
48	44	0.77
48	44	0.77
49	39	0.95
50	15	0.93
50	16	0.81
50	17	0.86
50	18	0.83
50	19	0.79
50	20	0.91
50	17	0.86
50	23	0.71
50	24	0.9
50	25	0.73
50	26	0.92
50	27	0.85
50	28	0.88
50	29	1.0
50	17	0.86
50	25	0.73
50	27	0.85
50	19	0.79
50	38	0.75
50	40	0.82
50	26	0.92
50	43	0.95
50	44	0.8
50	44	0.8
50	16	0.81
50	15	0.93
51	14	0.73
51	15	1.0
51	16	0.86
51	17	0.72
51	18	0.77
51	19	0.83
51	16	0.86
51	21	0.8
51	23	0.76
51	24	0.92
51	23	0.76
51	26	0.96
51	27	0.88
51	28	0.91
51	29	0.93
51	27	0.88
51	31	0.78
51	16	0.86
51	16	0.86
51	31	0.78
51	16	0.86
51	41	0.82
51	27	0.88
51	41	0.82
51	41	0.82
51	46	0.74
51	19	0.83
51	29	0.93
52	47	0.77
54	15	0.89
54	17	0.71
54	18	0.77
54	19	0.87
54	20	0.84
54	21	0.74
54	21	0.74
54	24	0.82
54	21	0.74
54	26	0.86
54	27	0.83
54	18	0.77
54	20	0.84
54	30	0.73
54	31	0.78
54	33	0.85
54	18	0.77
54	30	0.73
54	18	0.77
54	41	0.79
54	43	0.81
54	18	0.77
54	45	0.75
54	30	0.73
54	27	0.83
54	15	0.89
55	22	0.71
55	47	0.75
56	1	0.72
56	2	0.71
56	15	0.79
56	1	0.72
56	1	0.72
56	20	0.8
56	21	0.77
56	24	0.78
56	15	0.79
56	2	0.71
56	15	0.79
56	29	0.93
56	30	0.76
56	15	0.79
56	30	0.76
56	37	0.74
56	15	0.79
56	21	0.77
56	43	0.86
56	46	0.83
56	48	0.82
56	43	0.86
56	15	0.79
57	15	0.96
57	16	0.89
57	17	0.7
57	18	0.75
57	19	0.79
57	20	0.84
57	21	0.76
57	19	0.79
57	24	0.9
57	25	0.78
57	26	0.93
57	27	0.92
57	28	0.88
57	29	0.91
57	30	0.85
57	31	0.81
57	30	0.85
57	35	0.82
57	36	0.73
57	35	0.82
57	35	0.82
57	41	0.8
57	43	0.87
57	43	0.87
57	19	0.79
57	36	0.73
57	35	0.82
57	29	0.91
57	15	0.96
57	54	0.86
57	56	0.77
58	13	0.83
58	22	0.81
59	40	0.71
59	45	0.7
60	39	0.87
60	49	0.92
62	15	0.84
62	19	0.83
62	20	0.78
62	21	0.75
62	23	0.73
62	24	0.77
62	24	0.77
62	26	0.89
62	28	0.87
62	29	0.79
62	30	0.76
62	19	0.83
62	35	0.82
62	24	0.77
62	24	0.77
62	43	0.86
62	35	0.82
62	46	0.81
62	23	0.73
62	20	0.78
62	35	0.82
62	54	0.71
62	23	0.73
62	29	0.79
63	1	0.83
63	14	0.8
63	15	0.79
63	16	0.74
63	23	0.75
63	24	0.71
63	25	0.77
63	24	0.71
63	28	0.82
63	24	0.71
63	16	0.74
63	31	0.72
63	35	0.78
63	16	0.74
63	40	0.86
63	43	0.7
63	43	0.7
63	51	0.76
63	24	0.71
63	15	0.79
64	13	0.86
64	22	0.97
64	55	0.77
64	58	0.89
66	15	0.85
66	16	0.76
66	19	0.83
66	20	0.74
66	23	0.84
66	24	0.75
66	25	0.77
66	26	0.89
66	26	0.89
66	28	0.8
66	28	0.8
66	30	0.71
66	31	0.79
66	23	0.84
66	30	0.71
66	25	0.77
66	31	0.79
66	44	0.91
66	16	0.76
66	28	0.8
66	15	0.85
66	54	0.82
66	26	0.89
66	28	0.8
67	15	0.95
67	16	0.81
67	17	0.71
67	18	0.77
67	19	0.79
67	20	0.94
67	21	0.86
67	17	0.71
67	15	0.95
67	25	0.83
67	20	0.94
67	27	0.84
67	28	0.97
67	29	0.91
67	30	0.93
67	31	0.73
67	32	0.72
67	20	0.94
67	30	0.93
67	36	0.7
67	36	0.7
67	38	0.85
67	40	0.87
67	41	0.82
67	43	0.96
67	27	0.84
67	16	0.81
67	46	0.88
67	48	0.8
67	29	0.91
67	20	0.94
67	38	0.85
67	41	0.82
67	57	0.92
67	62	0.9
67	63	0.75
67	27	0.84
68	15	0.83
68	16	0.87
68	19	0.73
68	23	0.75
68	24	0.7
68	16	0.87
68	27	0.84
68	28	0.81
68	29	0.79
68	30	0.72
68	33	0.71
68	33	0.71
68	23	0.75
68	44	0.82
68	48	0.77
68	29	0.79
68	27	0.84
68	16	0.87
68	62	0.8
68	33	0.71
68	27	0.84
68	29	0.79
69	47	0.83
69	52	0.71
69	55	0.77
70	17	0.74
70	20	0.81
70	21	0.8
70	24	0.75
70	26	0.7
70	24	0.75
70	29	0.77
70	30	0.76
70	33	0.79
70	29	0.77
70	37	0.78
70	26	0.7
70	30	0.76
70	43	0.88
70	46	0.92
70	37	0.78
70	37	0.78
70	20	0.81
70	26	0.7
70	30	0.76
70	33	0.79
71	14	0.71
71	15	0.97
71	16	0.88
71	17	0.7
71	18	0.76
71	19	0.8
71	20	0.85
71	18	0.76
71	23	0.82
71	24	0.9
71	25	0.81
71	26	0.93
71	27	0.92
71	24	0.9
71	24	0.9
71	20	0.85
71	31	0.83
71	33	0.84
71	20	0.85
71	36	0.73
71	31	0.83
71	20	0.85
71	19	0.8
71	43	0.87
71	43	0.87
71	19	0.8
71	36	0.73
71	48	0.78
71	24	0.9
71	51	0.96
71	54	0.86
71	18	0.76
71	57	0.99
71	25	0.81
71	63	0.75
71	24	0.9
71	27	0.92
71	43	0.87
72	14	0.75
72	15	0.85
72	16	0.76
72	14	0.75
72	18	0.82
72	19	0.71
72	20	0.87
72	21	0.84
72	19	0.71
72	15	0.85
72	25	0.79
72	18	0.82
72	14	0.75
72	28	0.94
72	29	0.89
72	29	0.89
72	31	0.73
72	33	0.8
72	15	0.85
72	36	0.72
72	36	0.72
72	40	0.88
72	41	0.83
72	43	0.93
72	31	0.73
72	14	0.75
72	46	0.91
72	48	0.74
72	40	0.88
72	51	0.81
72	18	0.82
72	25	0.79
72	36	0.72
72	41	0.83
72	41	0.83
72	36	0.72
72	40	0.88
72	31	0.73
72	18	0.82
72	51	0.81
73	22	0.74
73	55	0.85
73	22	0.74
73	69	0.77
74	15	0.92
74	16	0.85
74	20	0.86
74	21	0.83
74	24	0.91
74	25	0.77
74	15	0.92
74	27	0.87
74	15	0.92
74	20	0.86
74	30	0.89
74	32	0.74
74	24	0.91
74	35	0.9
74	20	0.86
74	40	0.82
74	41	0.75
74	24	0.91
74	44	0.81
74	40	0.82
74	21	0.83
74	48	0.78
74	27	0.87
74	15	0.92
74	54	0.8
74	25	0.77
74	30	0.89
74	21	0.83
74	44	0.81
74	67	0.96
74	44	0.81
74	70	0.73
74	30	0.89
74	40	0.82
75	15	0.93
75	16	0.81
75	17	0.86
75	18	0.83
75	19	0.79
75	20	0.91
75	21	0.87
75	23	0.71
75	20	0.91
75	25	0.74
75	15	0.93
75	27	0.85
75	28	0.89
75	29	0.94
75	21	0.87
75	31	0.72
75	17	0.86
75	35	0.8
75	37	0.7
75	38	0.76
75	16	0.81
75	41	0.92
75	43	0.96
75	35	0.8
75	19	0.79
75	18	0.83
75	15	0.93
75	50	1.0
75	15	0.93
75	18	0.83
75	17	0.86
75	20	0.91
75	19	0.79
75	16	0.81
75	41	0.92
75	19	0.79
75	19	0.79
75	71	0.9
75	72	0.88
75	72	0.88
76	15	0.93
76	16	0.78
76	17	0.7
76	18	0.73
76	19	0.81
76	20	0.84
76	21	0.83
76	20	0.84
76	26	0.89
76	16	0.78
76	28	0.85
76	29	0.86
76	30	0.82
76	17	0.7
76	33	0.79
76	35	0.8
76	38	0.75
76	35	0.8
76	35	0.8
76	20	0.84
76	38	0.75
76	33	0.79
76	48	0.76
76	28	0.85
76	15	0.93
76	54	0.9
76	56	0.72
76	26	0.89
76	56	0.72
76	66	0.77
76	67	0.87
76	68	0.71
76	71	0.88
76	66	0.77
76	20	0.84
76	28	0.85
77	13	0.7
77	15	0.78
77	17	0.75
77	19	0.74
77	20	0.76
77	21	0.8
77	17	0.75
77	26	0.82
77	15	0.78
77	29	0.9
77	30	0.73
77	15	0.78
77	35	0.72
77	20	0.76
77	20	0.76
77	41	0.81
77	29	0.9
77	44	0.71
77	46	0.86
77	48	0.91
77	29	0.9
77	51	0.77
77	29	0.9
77	20	0.76
77	44	0.71
77	62	0.88
77	51	0.77
77	26	0.82
77	68	0.79
77	70	0.89
77	17	0.75
77	46	0.86
